1,7330186009,263
2,7230282096,129
3,7338721552,85
4,7263828605,64
5,7339098496,50
6,7215349314,41
7,7196468222,35
8,7444634054,31
9,7289681720,27
10,7295653417,24
10,7178187787,22
11,7387971051,20
12,7220837683,18
13,7263292292,16
15,7161874186,15
16,7145890768,15
17,7247213001,13
18,7378673325,13
19,7304242434,12
20,7116736395,11
21,7237902132,10
22,7132186159,10
23,7132933389,10
24,7059232380,9
25,7057992009,9
26,7270938079,8
27,7211957557,8
28,7143586154,8
29,7165832421,7
30,7154392276,7
31,7215881608,6
32,7152256319,6
33,7243879901,6
34,7043361001,6
35,7210989930,6
36,7063211434,5
37,7136114049,5
38,7022621972,5
39,7114013500,5
40,7118170081,5
41,7049516893,4
42,7085581048,4
43,7106837542,4
44,7134698841,4
45,7196361950,4
46,6881192218,4
47,6786790562,4
48,7051726195,4
49,6994269811,3
50,7168769073,3
51,6905220384,3
52,6882671429,3
53,7046803075,3
54,6935987434,3
55,6857933848,3
56,6945315795,3
57,7005330516,2
58,6977090532,3
59,6971471158,3
60,7105196155,2
61,6991585585,2
62,6710973655,2
63,6800796600,2
64,6765799508,2
65,6688983666,2
66,6896642742,2
67,6711458427,2
68,6772149064,2
69,6749444422,2
70,6749546179,2
71,6799821826,2
72,6657766307,2
73,6490986438,2
74,6799513392,2
75,6535468535,1
76,6621197048,1
77,6588869507,2
78,6586634929,2
79,6950650813,1
80,6577679876,1
81,6604787108,1
82,6512311505,1
83,6308111592,1
84,6555376101,1
85,6372576990,1
86,6674821841,1
87,6452822074,1
88,6415051023,1
89,6412550714,1
90,6660680780,1
91,6374343190,1
92,6267820477,1
93,6285094610,1
94,6412800144,1
95,6322840386,1
96,6209395886,0
97,6406679147,0
98,6241072189,0
99,6131185013,0
