1,7193822514,12
2,7133380700,14
3,7217054868,15
4,7231923343,15
5,7329065895,16
6,7233632069,16
7,7098817671,17
8,7222602425,17
9,7141463252,18
10,7199649051,18
11,7243137387,20
12,7251670279,18
13,7260290115,19
14,7186425217,19
15,7496471531,19
16,7181777246,19
17,7241089757,19
18,7278875242,20
19,7391049793,20
20,7248882088,20
21,7134594852,20
22,7320735250,20
23,7152229557,20
24,7134335419,20
25,7170684757,20
26,7130224198,20
27,7123104962,20
28,7142165331,21
29,7212175007,21
30,7242524484,21
31,7186576978,21
32,7206409595,21
33,7152888339,21
34,7226353151,21
35,7252585170,21
36,7226961861,21
37,7254381841,21
38,7276996566,21
39,7086803589,21
40,7249511021,22
41,7294627060,21
42,7329435172,22
43,7312816899,22
44,7442334019,21
45,7230858073,21
46,7278321046,22
47,7161460278,22
48,7098047704,22
49,7212553598,22
50,7280115754,22
51,7242413455,22
52,7213968358,22
53,7271686480,22
54,7237951757,22
55,7166030139,22
56,7143568604,22
57,7199942782,23
58,7355937046,23
59,7171353437,22
60,7203081400,23
61,7217121255,23
62,7079232946,23
63,7400817475,23
64,7164382097,23
65,7184783083,23
66,7294848214,23
67,7373249784,23
68,7295858093,23
69,7252314343,23
70,7349206667,23
71,7277284986,23
72,7154110394,23
73,7315812806,23
74,7291403941,23
75,7156082344,23
76,7198118216,23
77,7269864039,23
78,7217852233,24
79,7645214604,24
80,7289631906,24
81,7371575944,23
82,7223414094,23
83,7307326605,23
84,7294973879,24
85,7125919886,24
86,7278575786,23
87,7231882315,24
88,7231866594,24
89,7133382794,24
90,7158583586,24
91,7256232364,24
92,7335895938,24
93,7254083680,24
94,7290455234,24
95,7108395720,24
96,7210681149,24
97,7196122485,24
98,7161849681,24
99,7199406467,24
100,7201071380,24
