50000,601413802,4
51000,611619484,4
52000,616235907,4
53000,608352301,4
54000,644258134,4
55000,633158236,4
56000,635105954,4
57000,634873650,4
58000,637385629,4
59000,636239753,5
60000,651505596,5
61000,651175330,5
62000,658059147,5
63000,668805037,5
64000,659557184,5
65000,673658160,5
66000,679172915,5
67000,676074520,6
68000,678981759,6
69000,687949695,6
70000,684072862,6
71000,685049873,6
72000,690041617,6
73000,696424014,6
74000,694372493,7
75000,699437814,7
76000,701776069,8
77000,707493051,7
78000,710104038,7
79000,715334370,7
80000,718745535,7
81000,717885879,7
82000,723339542,8
83000,721954208,8
84000,714916772,8
85000,721518585,8
86000,716192316,8
87000,724797926,8
88000,726882454,8
89000,736154041,9
90000,728736490,9
91000,736159975,9
92000,747708327,9
93000,735968364,10
94000,737369689,9
95000,742428310,9
96000,746042086,9
97000,743951036,9
98000,750615121,10
99000,741462400,11
100000,750720806,10
101000,751988535,10
102000,757861915,11
103000,756427132,11
104000,760194399,12
105000,753773297,15
106000,758250949,22
107000,758453226,12
108000,767541665,11
109000,761278139,12
110000,766569063,12
111000,759654957,12
112000,762827239,13
113000,772468675,12
114000,766834282,13
115000,770328925,12
116000,769723627,13
117000,769821701,13
118000,771324535,13
119000,771807951,14
120000,772353528,15
121000,775073037,13
122000,783693250,13
123000,777482588,44
124000,784530205,15
125000,782569369,14
126000,781496552,26
127000,777041404,54
128000,789731021,43
129000,781903328,52
130000,777266274,15
131000,787180065,15
132000,786001337,15
133000,789382630,41
134000,785405543,16
135000,793364510,16
136000,786660156,16
137000,794072436,16
138000,786017876,16
139000,790314486,16
140000,793128290,16
141000,797435586,16
142000,793518151,17
143000,790698963,16
144000,795600831,16
145000,794668743,16
146000,795741575,33
147000,791616784,19
148000,800791148,17
149000,793717149,35
150000,796375712,26
151000,798366169,36
152000,799208231,17
153000,799846032,29
154000,796905186,18
155000,806952337,39
156000,801122530,30
157000,802171827,20
158000,808057026,21
159000,803476177,22
160000,809778419,27
161000,807062265,30
162000,808345558,29
163000,805721639,32
164000,804652519,27
165000,814967116,41
166000,810022096,20
167000,811473785,50
168000,807577173,120
169000,812225935,21
170000,813750275,47
171000,806191676,32
172000,811575074,50
173000,812068833,53
174000,817240540,48
175000,812588527,42
176000,812515168,22
177000,807689267,24
178000,817807472,22
179000,816901157,22
180000,818666437,22
181000,813979143,62
182000,812591946,61
183000,820046603,36
184000,817103196,30
185000,820352787,50
186000,821262972,48
187000,817357247,32
188000,820403429,22
189000,825288836,22
190000,820487647,22
191000,820813393,22
192000,821948971,25
193000,824351986,23
194000,821135932,25
195000,824729713,25
196000,824245669,26
197000,821438499,24
198000,825530648,24
199000,823860390,24
200000,826007584,23
201000,823328696,23
202000,824556268,24
203000,827100920,24
204000,826850507,24
205000,824001724,25
206000,829266354,25
207000,828220928,25
208000,829138218,25
209000,825527620,46
210000,826393279,24
211000,826465426,24
212000,830049056,25
213000,832282010,25
214000,831928751,48
215000,827092065,26
216000,830393671,26
217000,832141902,40
218000,833989317,25
219000,830273417,25
220000,829067573,25
221000,833875548,25
222000,833406072,26
223000,827412673,26
224000,830664287,27
225000,830324969,26
226000,831981031,26
227000,833759297,26
228000,832237064,26
229000,834586384,27
230000,838274718,27
231000,830689098,27
232000,834589519,28
233000,834407191,37
234000,837383054,28
235000,831669185,26
236000,834746208,26
237000,834690917,27
238000,839103935,27
239000,837933409,27
240000,836118484,27
241000,837021710,27
242000,836460770,27
243000,838120652,27
244000,837574577,28
245000,838923691,32
246000,841218791,28
247000,836930553,27
248000,839967679,27
249000,837627905,28
