10,545680076,8
11,595046602,7
12,575875259,7
13,578070250,6
14,604687365,7
15,641134881,6
16,610236921,6
17,636018613,6
18,640985918,6
19,640464911,7
20,675680484,7
21,631877452,7
22,640627037,7
23,659906098,7
24,667267164,8
25,682463125,10
26,676910960,7
27,678379822,6
28,683186308,7
29,691419137,7
30,685476679,7
31,687050942,7
32,695251543,7
33,686155873,7
34,693327876,7
35,683335978,7
36,697639687,6
37,697385183,7
38,705990870,7
39,703104398,9
40,698781238,16
41,695501924,15
42,698978747,9
43,704346597,7
44,701434900,7
45,696572631,7
46,701783884,7
47,702186881,8
48,699060041,6
49,691095837,6
50,697715163,7
51,698965089,7
52,697759055,8
53,690818442,7
54,699211270,7
55,694261692,7
56,693444317,7
57,694773952,7
58,691952607,8
59,690761969,7
60,688689579,6
61,683904069,7
62,686771537,7
63,682454729,6
64,678371953,7
65,676910713,7
66,674921790,7
67,670464476,7
68,666986833,6
69,666866749,6
70,670790176,7
71,664667005,7
72,666767543,6
73,664509145,6
74,669502128,6
75,661242071,7
76,659759596,7
77,652116854,6
78,650750542,6
79,649594519,7
80,647164082,7
81,640982895,6
82,645489991,6
83,645494106,7
84,642569771,7
85,641626597,6
86,636375081,6
87,634739850,7
88,634644643,7
89,630951767,6
90,628550754,6
91,629720208,7
92,624612624,7
93,621455044,6
94,618006649,6
95,616157120,7
96,612108875,6
97,614288771,6
98,608394902,6
99,608709385,7
100,602690257,6
101,600833605,6
102,598553274,7
103,597493820,6
104,593524404,6
105,593941033,6
106,589608230,7
107,586701639,6
108,582863374,6
109,581157422,7
110,577286420,6
111,575272391,6
112,571340872,7
113,568707124,6
114,566656686,6
115,562609524,6
116,560118250,6
117,556977652,6
118,554048505,6
119,551025513,6
120,546275930,6
121,542419319,6
122,540268019,6
123,538876071,6
124,534444693,6
125,532430314,6
126,528131089,6
127,527282286,6
128,522105910,6
129,519383475,6
130,516433584,6
131,514843366,6
132,512422953,6
133,508454202,6
134,507730899,6
135,502735626,5
136,499586223,6
137,496374130,5
138,492864336,6
139,489025296,6
140,487404091,5
141,484209495,5
142,480620746,5
143,479604818,5
144,474449654,6
145,472077264,5
146,469974244,5
147,466161212,6
148,464932621,5
149,462076469,5
150,459701285,5
